date,open,high,low,close,volume
2018-07-12,9.9372,9.977,9.8681,9.9079,4748467
2018-07-13,9.9167,10.017,9.8868,9.9869,6990304
2018-07-16,9.9809,10.1176,9.8773,10.0137,9877140
2018-07-17,10.0117,10.0979,9.9817,10.0677,6252335
2018-07-18,10.0964,10.1752,10.054,10.1327,5595377
2018-07-19,10.1406,10.2142,10.1081,10.1816,4709796
2018-07-20,10.254,10.3177,10.1943,10.258,4939736
2018-07-23,10.2891,10.4745,10.263,10.448,3968900
2018-07-24,10.5332,10.7568,10.4176,10.64,4861337
2018-07-25,10.5654,10.9065,10.5257,10.8657,2603568
2018-07-26,10.9403,11.1373,10.8583,11.0544,6280530
2018-07-27,11.1109,11.1436,11.0311,11.0636,3650384
2018-07-30,11.0053,11.033,10.8719,10.8993,5710319
2018-07-31,10.8948,10.9941,10.7199,10.8185,8260219
2018-08-01,10.8138,10.9261,10.63,10.7415,4088701
2018-08-02,10.6871,10.7246,10.6202,10.6576,3403627
2018-08-03,10.6939,10.7299,10.6418,10.6777,8461595
2018-08-06,10.6722,10.8158,10.6328,10.776,5528937
2018-08-07,10.863,10.941,10.8072,10.885,9469411
2018-08-08,10.8394,11.1072,10.7482,11.0146,4202335
2018-08-09,11.03,11.0845,10.9028,10.957,5724822
2018-08-10,10.9844,11.129,10.9328,11.0769,6113609
2018-08-13,11.1702,11.2018,11.0436,11.0749,6970746
2018-08-14,11.0126,11.2215,10.9564,11.1645,6398088
2018-08-15,11.1981,11.2334,11.0219,11.0567,5903101
2018-08-16,11.1394,11.2611,10.8753,10.9954,7385250
2018-08-17,11.0172,11.0865,10.7547,10.8229,8136212
2018-08-20,10.8402,10.877,10.6158,10.6519,4162124
2018-08-21,10.6903,10.7178,10.5965,10.6239,3890006
2018-08-22,10.5935,10.6323,10.5278,10.5665,8434849
2018-08-23,10.5686,10.6758,10.5349,10.6418,5175128
2018-08-24,10.6649,10.6916,10.6334,10.6601,3926327
2018-08-27,10.6506,10.7019,10.5494,10.6004,5552672
2018-08-28,10.62,10.6853,10.4636,10.5283,4699537
2018-08-29,10.5108,10.5436,10.3312,10.3635,4750264
2018-08-30,10.314,10.465,10.2722,10.4228,7523903
2018-08-31,10.417,10.6288,10.2642,10.4753,6167284
2018-09-03,10.4716,10.6323,10.403,10.5632,5301918
2018-09-04,10.6375,10.7549,10.5644,10.6814,6630468
2018-09-05,10.7098,10.9879,10.6625,10.9396,4886123
2018-09-06,10.9165,11.0981,10.8139,10.9947,7742163
2018-09-07,10.9413,11.1786,10.8933,11.1298,11925158
2018-09-10,11.1444,11.2721,10.948,11.0748,1352475
2018-09-11,11.0807,11.2026,11.0509,11.1726,3551912
2018-09-12,11.1435,11.2011,11.0913,11.1488,6686583
2018-09-13,11.2083,11.2433,11.1373,11.1722,6809305
2018-09-14,11.1609,11.3034,11.0467,11.1889,3480533
2018-09-17,11.1198,11.3745,11.012,11.2653,4617679
2018-09-18,11.2891,11.3326,11.2336,11.2771,5393461
2018-09-19,11.3331,11.4044,11.0197,11.0895,5237340
2018-09-20,11.0719,11.1686,10.7584,10.8532,4678677
2018-09-21,10.8757,10.9033,10.8068,10.8343,4858160
2018-09-24,10.7771,10.8574,10.7494,10.8296,3264395
2018-09-25,10.8368,10.9543,10.7515,10.8687,3020085
2018-09-26,10.8222,10.8846,10.7517,10.814,4931364
2018-09-27,10.8414,10.8716,10.7374,10.7674,5393741
2018-09-28,10.7801,10.8674,10.6678,10.755,4473873
2018-10-01,10.7615,10.8307,10.567,10.6354,4402296
2018-10-02,10.6268,10.6883,10.5921,10.6536,5484679
2018-10-03,10.7192,10.7651,10.5966,10.6422,5550396
2018-10-04,10.6048,10.6494,10.3966,10.4405,3822038
2018-10-05,10.5125,10.6393,10.2176,10.3423,3525705
2018-10-08,10.3097,10.3784,10.2821,10.3507,2550834
2018-10-09,10.3572,10.457,10.2492,10.3488,7839332
2018-10-10,10.2819,10.4746,10.1408,10.3328,6626888
2018-10-11,10.3442,10.5458,10.2378,10.4384,3515973
2018-10-12,10.4842,10.5178,10.393,10.4264,9321855
2018-10-15,10.4618,10.6768,10.4151,10.6294,6921416
2018-10-16,10.6483,10.9038,10.5267,10.7807,5440911
2018-10-17,10.8234,11.0716,10.7438,10.9908,8215368
2018-10-18,10.9749,11.1872,10.7661,10.9783,7145593
2018-10-19,10.9575,11.0184,10.9073,10.9682,8058551
2018-10-22,11.0556,11.1785,10.9833,11.106,9226529
2018-10-23,11.0148,11.2447,10.9534,11.1824,3459878
2018-10-24,11.2061,11.3347,11.1095,11.2378,3181191
2018-10-25,11.2504,11.4457,11.1567,11.3512,5655685
2018-10-26,11.4345,11.5044,11.2213,11.2904,4578301
2018-10-29,11.3292,11.4286,11.1946,11.2937,4182003
2018-10-30,11.2707,11.4936,11.2176,11.4397,7724914
2018-10-31,11.448,11.714,11.2921,11.5567,6406601
2018-11-01,11.5629,11.7911,11.5319,11.7596,12336450
2018-11-02,11.8038,11.962,11.7579,11.9157,6933585
2018-11-05,11.9661,12.1116,11.9245,12.0697,3340335
2018-11-06,11.9936,12.2212,11.9078,12.1344,10375259
2018-11-07,12.1137,12.233,12.0384,12.1575,9296799
2018-11-08,12.1596,12.3357,12.0891,12.2645,6992335
2018-11-09,12.2864,12.5611,12.0966,12.37,7362456
2018-11-12,12.3744,12.6881,12.3268,12.6395,4892272
2018-11-13,12.7266,12.9999,12.5921,12.8639,4250522
2018-11-14,12.8283,13.13,12.7323,13.0324,6769168
2018-11-15,12.9905,13.2283,12.8055,13.0426,4159231
2018-11-16,13.0008,13.0551,12.9377,12.992,4246147
2018-11-19,13.0152,13.231,12.9342,13.1491,5913319
2018-11-20,13.2179,13.4835,13.0946,13.3589,6123370
2018-11-21,13.3332,13.5983,13.2028,13.4666,4212634
2018-11-22,13.5404,13.7134,13.2772,13.4489,4348974
2018-11-23,13.3433,13.9462,13.3062,13.9075,13165610
2018-11-26,13.8896,13.9312,13.8422,13.8838,3618261
2018-11-27,13.826,14.3295,13.7479,14.2491,7004338
2018-11-28,14.258,14.6239,14.2106,14.5754,6518799
2018-11-29,14.6532,15.0175,14.5538,14.9164,4092755
2018-11-30,14.9301,14.9707,14.7422,14.7824,7730911
2018-12-03,14.8454,15.0112,14.8012,14.9666,3935996
2018-12-04,14.9977,15.0618,14.9047,14.9687,3018862
2018-12-05,14.9842,15.0859,14.7292,14.8298,4617932
2018-12-06,14.8405,14.9048,14.7396,14.8037,5492018
2018-12-07,14.7616,15.0343,14.7044,14.9762,3373729
2018-12-10,15.04,15.1168,14.9038,14.9803,3803778
2018-12-11,14.9406,15.0007,14.8784,14.9385,7286159
2018-12-12,14.8403,14.9832,14.545,14.6864,4553950
2018-12-13,14.6096,14.6712,14.5422,14.6038,3350770
2018-12-14,14.6014,14.71,14.2622,14.3692,3731899
2018-12-17,14.3203,14.3954,14.1061,14.1804,5201191
2018-12-18,14.13,14.2072,13.756,13.8315,6032573
2018-12-19,13.8182,13.9721,13.7609,13.9144,4717057
2018-12-20,13.8863,13.9768,13.7366,13.8267,8091669
2018-12-21,13.8307,13.9798,13.6178,13.7662,7152313
2018-12-24,13.7222,13.7812,13.607,13.6658,6352616
2018-12-25,13.6897,13.8207,13.5021,13.6326,3506329
2018-12-26,13.5675,13.7043,13.4756,13.6121,6817376
2018-12-27,13.6093,13.6954,13.4757,13.5615,4936588
2018-12-28,13.4993,13.8094,13.4567,13.7659,5970120
2018-12-31,13.8156,13.9064,13.6123,13.7024,4065179
2019-01-01,13.6655,14.0423,13.4882,13.8625,11283189
2019-01-02,13.8527,13.9562,13.7254,13.8288,8513997
2019-01-03,13.8166,14.0432,13.7367,13.9624,6890175
2019-01-04,13.9064,14.2465,13.8574,14.1965,5924317
2019-01-07,14.2455,14.4951,14.1586,14.4072,4048650
2019-01-08,14.3457,14.7961,14.267,14.7155,5507109
2019-01-09,14.7311,14.8635,14.6887,14.8209,4525189
2019-01-10,14.8286,15.0094,14.717,14.8973,3543181
2019-01-11,14.8248,15.1508,14.6885,15.0128,7761890
2019-01-14,15.0072,15.2464,14.9237,15.1621,5882359
2019-01-15,15.214,15.3041,14.911,14.9998,7098338
2019-01-16,15.0289,15.2394,14.8227,15.0331,9952385
2019-01-17,15.0218,15.155,14.6253,14.7562,6274278
2019-01-18,14.7166,14.8541,14.5055,14.6423,3156381
2019-01-21,14.6508,14.8295,14.4369,14.6153,10755794
2019-01-22,14.5394,14.5988,14.4191,14.4783,5316453
2019-01-23,14.443,14.4932,14.4017,14.4519,6041427
2019-01-24,14.5732,14.7118,14.2013,14.3377,5375187
2019-01-25,14.3198,14.3852,14.1466,14.2115,2972324
2019-01-28,14.2542,14.3537,13.7743,13.8711,4377115
2019-01-29,13.9214,14.0605,13.4996,13.6359,5343736
2019-01-30,13.7088,13.8196,13.4161,13.5254,6334395
2019-01-31,13.4693,13.6228,13.3722,13.5252,4876384
2019-02-01,13.5307,13.6095,13.3291,13.4071,6134620
2019-02-04,13.3549,13.6836,13.2292,13.556,6027339
2019-02-05,13.558,13.6276,13.4336,13.5028,5158978
2019-02-06,13.5116,13.9613,13.4546,13.9027,5628572
2019-02-07,13.8581,14.3126,13.661,14.1119,9457184
2019-02-08,14.1112,14.2105,14.0755,14.1747,5202707
2019-02-11,14.1892,14.4108,14.1148,14.3356,6120757
2019-02-12,14.306,14.3608,14.1037,14.158,5852419
2019-02-13,14.1209,14.194,13.971,14.0438,8251306
2019-02-14,13.9834,14.0588,13.9027,13.9781,7869338
2019-02-15,13.9769,14.0612,13.7865,13.8702,10334612
2019-02-18,13.8132,13.8557,13.7739,13.8164,5202955
2019-02-19,13.848,13.9063,13.5853,13.6428,4214661
2019-02-20,13.6599,13.7147,13.4035,13.4575,9478619
2019-02-21,13.5247,13.6726,13.3028,13.4499,5551748
2019-02-22,13.3826,13.4968,13.0351,13.1473,5644857
2019-02-25,13.1034,13.2014,13.0466,13.1443,9035205
2019-02-26,13.1749,13.2659,12.9199,13.0098,7121840
2019-02-27,13.0124,13.0617,12.8995,12.9486,5071802
2019-02-28,12.9536,12.9928,12.8128,12.8517,3831283
2019-03-01,12.8657,13.0827,12.8278,13.0442,4953327
2019-03-04,13.0185,13.47,12.8768,13.3249,6835966
2019-03-05,13.2931,13.6497,13.1389,13.4933,6719515
2019-03-06,13.4183,13.6342,13.3687,13.584,7198138
2019-03-07,13.5442,13.943,13.4211,13.8174,8271124
2019-03-08,13.8254,14.1084,13.7381,14.0198,3413459
2019-03-11,14.1157,14.76,13.9283,14.5667,8871200
2019-03-12,14.4836,14.8672,14.4098,14.7919,3904344
2019-03-13,14.7479,15.3148,14.6509,15.2148,7779850
2019-03-14,15.2618,15.3149,15.1925,15.2456,3807157
2019-03-15,15.2665,15.3819,15.222,15.3372,5791227
2019-03-18,15.3345,15.4822,15.1883,15.336,4373002
2019-03-19,15.3041,15.6697,15.0555,15.4192,8370289
2019-03-20,15.5195,15.5808,15.3911,15.4522,3149565
2019-03-21,15.4612,15.793,15.2762,15.6063,8406865
2019-03-22,15.5587,15.7755,15.4179,15.634,3763639
2019-03-25,15.7093,16.034,15.6211,15.9446,5968888
2019-03-26,15.9537,16.4446,15.826,16.3141,5750664
2019-03-27,16.3419,16.5965,16.2755,16.5294,4208066
2019-03-28,16.5331,16.6195,16.4442,16.5306,3114076
2019-03-29,16.5829,16.7832,16.529,16.7288,3157370
2019-04-01,16.7276,16.8846,16.6406,16.7973,9525921
2019-04-02,16.9231,17.0279,16.7525,16.8569,4547444
2019-04-03,16.8762,17.304,16.7503,17.1758,5919548
2019-04-04,17.1197,17.6247,16.9605,17.4623,5149057
2019-04-05,17.4485,17.9329,17.3486,17.8308,3423770
2019-04-08,17.7829,17.9917,17.6219,17.8303,7484840
2019-04-09,17.9633,18.0975,17.5683,17.7005,5695525
2019-04-10,17.7348,17.8381,17.2898,17.3911,6321666
2019-04-11,17.4406,17.7537,17.3279,17.6397,5836073
2019-04-12,17.7236,17.9108,17.4442,17.6304,4613973
2019-04-15,17.5597,17.6986,17.4712,17.6099,4356060
2019-04-16,17.7013,17.8839,17.6231,17.8053,10903111
2019-04-17,17.751,17.9236,17.6398,17.8119,4699631
2019-04-18,17.7814,17.9296,17.4328,17.5794,6957680
2019-04-19,17.6203,17.6986,17.3764,17.454,7298914
2019-04-22,17.3948,17.4752,17.1326,17.2122,9406337
2019-04-23,17.2553,17.4808,16.7222,16.9437,5610300
2019-04-24,17.0833,17.3543,16.5288,16.7952,11875636
2019-04-25,16.849,16.9196,16.7722,16.8428,5170296
2019-04-26,16.9366,17.0311,16.7396,16.8335,13852060
2019-04-29,16.9787,17.0329,16.5926,16.6458,6275478
2019-04-30,16.6767,16.866,16.5356,16.7246,5863268
2019-05-01,16.7896,16.8567,16.7182,16.7852,5543923
2019-05-02,16.6256,16.6873,16.5041,16.5656,9235804
2019-05-03,16.5822,16.716,16.1133,16.2444,3911263
2019-05-06,16.257,16.3658,15.907,16.0142,11181884
2019-05-07,15.9949,16.036,15.5829,15.623,3415578
2019-05-08,15.6207,15.7494,14.9872,15.1116,9527523
2019-05-09,15.1819,15.2859,14.8044,14.9065,4690634
2019-05-10,14.9758,15.0314,14.6711,14.7257,7009255
2019-05-13,14.7675,14.8123,14.4604,14.5044,18274107
2019-05-14,14.4286,14.5087,14.2943,14.3741,13168985
2019-05-15,14.311,14.3548,14.0927,14.1359,4323839
2019-05-16,14.1794,14.3427,13.9058,14.0678,5704017
2019-05-17,14.0318,14.0989,13.7918,13.858,4943031
2019-05-20,13.8542,14.0284,13.6789,13.8532,5255872
2019-05-21,13.854,13.8953,13.54,13.5805,5806244
2019-05-22,13.5053,13.5486,13.2404,13.2829,4276349
2019-05-23,13.2128,13.2683,12.9666,13.0213,4401685
2019-05-24,12.9721,13.0217,12.5222,12.5703,5464416
2019-05-27,12.4933,12.6176,12.1443,12.2663,4502708
2019-05-28,12.3553,12.4022,11.983,12.0287,11113242
2019-05-29,11.9432,11.9922,11.7635,11.8119,8214166
2019-05-30,11.8121,11.9152,11.4838,11.5849,7776912
2019-05-31,11.6106,11.6951,11.5263,11.6108,8606082
2019-06-03,11.6369,11.6753,11.3398,11.3773,5505496
2019-06-04,11.3829,11.4437,11.3347,11.3955,4625128
2019-06-05,11.3581,11.5118,11.2955,11.4487,5123002
2019-06-06,11.3772,11.4402,11.0904,11.1522,9995846
2019-06-07,11.1022,11.1628,10.953,11.0131,5549939
2019-06-10,11.0203,11.0705,10.649,10.6977,6227993
2019-06-11,10.7125,10.751,10.5541,10.5921,7717220
2019-06-12,10.6362,10.6899,10.3256,10.378,6236907
2019-06-13,10.3895,10.5121,10.2782,10.4007,10769590
2019-06-14,10.4169,10.4975,10.3759,10.4564,5059234
2019-06-17,10.5164,10.6365,10.42,10.5399,10496592
2019-06-18,10.5651,10.6183,10.38,10.4325,5216830
2019-06-19,10.4504,10.5933,10.3425,10.4851,5790607
2019-06-20,10.4739,10.6064,10.3446,10.4771,3804887
2019-06-21,10.3622,10.5456,10.2986,10.4813,6849481
2019-06-24,10.4108,10.622,10.3021,10.5123,8005401
2019-06-25,10.5355,10.6137,10.3784,10.456,2084657
2019-06-26,10.3833,10.4793,10.2973,10.3931,3157959
2019-06-27,10.4075,10.4385,10.269,10.2997,6626397
2019-06-28,10.2678,10.4003,10.2409,10.3731,6785138
2019-07-01,10.345,10.5041,10.2415,10.4,5668613
2019-07-02,10.4118,10.6219,10.2911,10.5001,4265308
2019-07-03,10.4933,10.579,10.3184,10.4032,7107825
2019-07-04,10.4296,10.6002,10.3461,10.516,8134527
2019-07-05,10.4903,10.6121,10.4207,10.5421,7537212
2019-07-08,10.5555,10.6034,10.4761,10.5238,6088789
2019-07-09,10.542,10.636,10.2899,10.3825,12067902
2019-07-10,10.3427,10.4841,10.3126,10.4536,7748414
2019-07-11,10.4556,10.5946,10.4164,10.555,5224524
2019-07-12,10.5623,10.62,10.3341,10.3909,4865639
2019-07-15,10.3862,10.4496,10.3093,10.3727,3215871
2019-07-16,10.324,10.4371,10.2398,10.3526,4468301
2019-07-17,10.3256,10.4522,10.24,10.3663,5606820
2019-07-18,10.3692,10.4174,10.2216,10.2693,8576518
2019-07-19,10.1824,10.2978,10.1159,10.2309,4765662
2019-07-22,10.2436,10.4501,10.2099,10.4158,3813903
2019-07-23,10.4721,10.5465,10.4108,10.4852,3508727
2019-07-24,10.4514,10.8228,10.349,10.7178,3801537
2019-07-25,10.6973,10.8304,10.6028,10.7356,3184847
2019-07-26,10.6906,10.7941,10.5968,10.7002,4980157
2019-07-29,10.7563,10.8478,10.5029,10.593,2684169
2019-07-30,10.6414,10.7106,10.4305,10.4988,7139421
2019-07-31,10.4982,10.557,10.3808,10.4392,4305595
2019-08-01,10.454,10.5129,10.3246,10.3832,5912923
2019-08-02,10.3493,10.3955,10.3191,10.3652,7353323
2019-08-05,10.3902,10.5289,10.3468,10.4851,2993052
2019-08-06,10.4816,10.5238,10.3983,10.4404,3545879
2019-08-07,10.4442,10.4787,10.4178,10.4523,4181731
2019-08-08,10.5015,10.58,10.2944,10.3719,7834355
2019-08-09,10.2868,10.4461,10.221,10.3797,3952719
2019-08-12,10.4012,10.5943,10.3463,10.5387,6222916
2019-08-13,10.5761,10.6441,10.483,10.5509,5002008
2019-08-14,10.5992,10.7775,10.4661,10.6439,6689606
2019-08-15,10.6542,10.8417,10.6112,10.7981,5614856
2019-08-16,10.7855,10.8914,10.5692,10.674,8732888
2019-08-19,10.6037,10.6574,10.5704,10.6241,5237950
2019-08-20,10.6807,10.7173,10.5799,10.6164,5606020
2019-08-21,10.5331,10.6585,10.4916,10.6166,7503823
2019-08-22,10.6152,10.668,10.5196,10.5722,4061885
2019-08-23,10.5841,10.6623,10.3917,10.469,7724422
2019-08-26,10.5022,10.6133,10.322,10.4323,7565620
2019-08-27,10.4439,10.5344,10.3636,10.4541,3008384
2019-08-28,10.4893,10.6613,10.4109,10.5822,4351651
2019-08-29,10.6233,10.7844,10.5752,10.7358,10511589
2019-08-30,10.7188,10.9069,10.6727,10.8601,4889165
2019-09-02,10.9234,11.0256,10.8834,10.9854,2904280
2019-09-03,11.028,11.2969,10.9747,11.2426,8839714
2019-09-04,11.1939,11.3924,11.1498,11.3476,4884878
2019-09-05,11.3983,11.7278,11.2945,11.622,4074408
2019-09-06,11.6161,11.7982,11.5425,11.7239,5355524
2019-09-09,11.6561,12.0273,11.5569,11.9259,5022612
2019-09-10,11.9335,12.0957,11.8572,12.0189,4061925
2019-09-11,12.0561,12.1374,11.9469,12.028,4973812
2019-09-12,11.9797,12.1281,11.9112,12.0592,6084748
2019-09-13,12.0293,12.439,11.9391,12.3464,6970069
2019-09-16,12.3107,12.3616,12.1619,12.2124,5276784
2019-09-17,12.1553,12.3214,12.1035,12.2691,10220656
2019-09-18,12.281,12.3538,12.2153,12.2881,5897079
2019-09-19,12.2457,12.5419,12.1694,12.4642,3399526
2019-09-20,12.5099,12.7102,12.4158,12.6154,5457283
2019-09-23,12.6487,12.768,12.5993,12.7183,3959917
2019-09-24,12.7005,12.8128,12.5956,12.7077,5721771
2019-09-25,12.6323,12.8427,12.5627,12.7722,5337150
2019-09-26,12.8174,13.0773,12.7808,13.04,4565750
2019-09-27,13.0925,13.2341,12.8182,12.9584,5328209
2019-09-30,12.9422,12.9825,12.8885,12.9288,6048169
